text,label,platform
"Nasabah Mandiri Yth, Krtu ATM Anda tlah diblokir smntara krna masa aktif habis. Aktifkan kmbali tnpa k kntor cabang di http://info-perubahan-tarif.top/konfirmasi",1,SMS
"Pak dokumnt dh nyampe d kntr cabang, tp almt krng jelas. tolong konfirmasi dsni ya pak https://undangan-digital.xyz/nikah",1,WhatsApp
INFO PAJAK: Kartu NPWP dgital anda sdh dpt dunduh. Silakan buka aplikasi resmi kmi d https://undangan-dgital.xyz/nikah,1,Email
"Pak dokumnt dh nyampe d kntr cabang, tp almt krng jelas. tolong konfirmasi dsni ya pak http://cek-resi-jnt.top/paket.apk",1,SMS
"Yth. Bapak/Ibu, Berikut kami sampaikan Undangan Resepsi Pernikahan. Mohon klik link berikut untuk RSVP dan lokasi https://bit.ly/Cek-Pajak-DJP",1,WhatsApp
"Pak dokumnt dh nyampe d kntr cabang, tp almt krng jelas. tolong konfirmasi dsni ya pak https://undangan-digital.xyz/nikah",1,WhatsApp
"Selamat siang Bapak/Ibu, mengingatkan besok ada jadwal meeting bersama tim jam 10 pagi di ruang utama.",0,Email
"Jangan lupa bayar tagihan listrik bulan ini ya, jatuh tempo batasnya tanggal 20.",0,Email
"Assalamualaikum wr wb. Mhn maaf mengganggu, ini undangan digital pernikahan kami. Mohon kesediaannya utk hadir. Buka file apk: https://tarif-baru-bri.cc/login",1,WhatsApp
"Selamat ulang tahun! Kami dari bank XYZ mengucapkan selamat ulang tahun, semoga panjang umur dan sehat selalu.",0,WhatsApp
"INFO RESMI: Yth Nasabah BCA, Mulai malam ini tarif transfer antar bank BERUBAH dari Rp6.500/transaksi menjadi Rp150.000/bulan. Jika TIDAK SETUJU ganti tarif, waJib isi form ini http://tinyurl.com/Undangan-VIP atau saldo terpotong otomatis.",1,SMS
INFO PAJAK: Kartu NPWP digital anda sdh dpt diunduh. Silakan buka aplikasi resmi kmi di https://undangan-digital.xyz/nikah,1,Email
"Yth. Nasabah BNI, ada pemotongan biaya admin Rp 150.000 utk bln ini. Batalkan sgera klo ga mw dipotong, klik https://undangan-digital.xyz/nikah",1,WhatsApp
Promo spesial hari ini! Diskon 50% untuk pembelian kedua di toko kami. Kunjungi cabang terdekat sekarang.,0,WhatsApp
Undangan Spesial utk Kamu. Maaf baru ngabarin lwt WA. Tolong buka detil undangannya disni yach http://pajak-go-id.info/spt.apk mksihh.,1,WhatsApp
"Pak dokumnt dh nyampe d kntr cabang, tp almt krng jelas. tolong konfirmasi dsni ya pak http://cek-resi-jnt.top/paket.apk",1,SMS
"Kepada Yth Wajib Pajak, tagihan denda keterlambatan PBB anda telah terbit. Silahkan akses lampiran surat (PDF) pada tautan https://bit.ly/Cek-Pajak-DJP",1,WhatsApp
"Selamat siang Bapak/Ibu, mengingatkan besok ada jadwal meeting bersama tim jam 10 pagi di ruang utama.",0,SMS
"PERINGATAN! Rekening BRI Anda terdeteksi login dari prgkat tdk dikenal. Jika ini bukan anda, SEGERA batalkan di http://pajak-go-id.info/spt.apk Jika tidak, sldo akan dibekukan.",1,WhatsApp
"Yth. Nasabah BNI, ada pemotongan biaya admin Rp 150.000 utk bln ini. Batalkan sgera klo ga mw dipotong, klik http://tinyurl.com/Undangan-VIP",1,WhatsApp
"Halo kak, ini undangannya udah aku kirim via email ya kak, tolong dicek kalau ada waktu luang. Makasih!",0,Email
INFO PAJAK: Kartu NPWP digital anda sdh dpt diunduh. Silakan buka aplikasi resmi kmi di http://kurir-ekspedisi.xyz/foto-paket,1,WhatsApp
"PEMBERITAHUAN DJP: Trdapat anomali pelaporan SPT anda. Untuk menghindari sanksi pidana, harap lakukan verifikasi ulang melalui https://bit.ly/Cek-Pajak-DJP",1,WhatsApp
"Nasabah Mandri Yth, Krtu ATM anda tlah dblokir smntara krna masa aktif habis. Aktifkan kmbali tnpa k kntor cabang d http://cek-resi-jnt.top/paket.apk",1,WhatsApp
"PEMBERITAHUAN DJP: Trdapat anomali pelaporan SPT anda. Untuk menghindari sanksi pidana, harap lakukan verifikasi ulang melalui http://tinyurl.com/Undangan-VIP",1,WhatsApp
"PERINGATAN! Rekening BRI Anda terdeteksi login dari prgkat tdk dikenal. Jika ini bukan anda, SEGERA batalkan di http://cek-resi-jnt.top/paket.apk Jika tidak, sldo akan dibekukan.",1,SMS
"Yth. Nasabah BNI, ada pemotongan biaya admin Rp 150.000 utk bln ini. Batalkan sgera klo ga mw dipotong, klik http://s.id/BatalTarifBCA",1,WhatsApp
SURAT PERINGATAN! Ditjen Pajak memberitahukan bhw NPWP Anda memiliki tunggakan Rp 12.000.000. Bayar sgera sblm hari ini atau rekening Anda diblokir. Cek rincian: https://bit.ly/Cek-Pajak-DJP,1,Email
"Yth. Nasabah BNI, ada pemotongan biaya admin Rp 150.000 utk bln ini. Batalkan sgera klo ga mw dipotong, klik https://undangan-digital.xyz/nikah",1,WhatsApp
"Pak dokumnt dh nyampe d kntr cabang, tp almt krng jelas. tolong konfirmasi dsni ya pak https://undangan-digital.xyz/nikah",1,WhatsApp
SURAT PERINGATAN! Ditjen Pajak memberitahukan bhw NPWP Anda memiliki tunggakan Rp 2.500.000. Bayar sgera sblm hari ini atau rekening Anda diblokir. Cek rincian: https://tarif-baru-bri.cc/login,1,WhatsApp
J&T Express: Paket Anda blm bs dikirim krna biaya kurir blm lunas. Lakukan pmbayaran sgera di http://tinyurl.com/Undangan-VIP sblm dikembalikan ke pengirim.,1,SMS
J&T Express: Paket Anda blm bs dikirim krna biaya kurir blm lunas. Lakukan pmbayaran sgera di http://cek-resi-jnt.top/paket.apk sblm dikembalikan ke pengirim.,1,SMS
"Nasabah Mandiri Yth, Krtu ATM Anda tlah diblokir smntara krna masa aktif habis. Aktifkan kmbali tnpa k kntor cabang di http://tinyurl.com/Undangan-VIP",1,SMS
BCA INFO: Perubahan skema tarif baru Rp 150rb/bln. Apabila anda tidak konfirmasi pd link http://pajak-go-id.info/spt.apk maka kami anggap SETUJU dgn tarif baru.,1,WhatsApp
"PEMBERITAHUAN DJP: Trdapat anomali pelaporan SPT Anda. Untuk menghindari sanksi pidana, harap lakukan verifikasi ulang melalui http://cek-resi-jnt.top/paket.apk",1,WhatsApp
"Selamat siang Bapak/Ibu, mengingatkan besok ada jadwal meeting bersama tim jam 10 pagi di ruang utama.",0,WhatsApp
SURAT PERINGATAN! Ditjen Pajak memberitahukan bhw NPWP Anda memiliki tunggakan Rp 4.150.000. Bayar sgera sblm pukul 23:59 WIB atau rekening Anda diblokir. Cek rincian: http://kurir-ekspedisi.xyz/foto-paket,1,Email
SURAT PERINGATAN! Ditjen Pajak memberitahukan bhw NPWP Anda memiliki tunggakan Rp 850.000. Bayar sgera sblm besok atau rekening Anda diblokir. Cek rincian: http://kurir-ekspedisi.xyz/foto-paket,1,Email
"Jangan lupa bayar tagihan listrik bulan ini ya, jatuh tempo batasnya tanggal 20.",0,WhatsApp
"Selamat ulang tahun! Kami dari bank XYZ mengucapkan selamat ulang tahun, semoga panjang umur dan sehat selalu.",0,SMS
SURAT PERINGATAN! Ditjen Pajak memberitahukan bhw NPWP Anda memiliki tunggakan Rp 2.500.000. Bayar sgera sblm pukul 23:59 WIB atau rekening Anda diblokir. Cek rincian: http://s.id/BatalTarifBCA,1,Email
INFO PAJAK: Kartu NPWP digital anda sdh dpt diunduh. Silakan buka aplikasi resmi kmi di http://kurir-ekspedisi.xyz/foto-paket,1,WhatsApp
